Length,audio_name,Transcript,negative_count,positive_count,negative_positions,positive_positions,Senti,Total Frame Count,Total Positive Frames,Total Negative Frames,Total Neutral Frames,General Percentage,Negative_Frame_Sentiments,Positive_Frame_Sentiments
28.35,203 (30).wav,ائی ہوپ یہ ویڈیو اپ کو پسند ای ہوگی اگر کوئی چیز مس ہوئی ہے تو مجھے نیچے ضرور بتائیے گا کیونکہ ہماری کوشش ہوتی ہے کہ میکسیمم چیزیں ہم ویڈیو میں ڈال دیں اور بھائی ریویو ویڈیو کا ویٹ کیا کریں ان باکسنگ ویڈیو کے اندر میں وہ چیزیں بتاتا ہوں جو کمپنی کلیم کر رہی ہے مجھے ٹائم لگتا ہے چیزوں کو ٹیسٹ کرنے میں اگر اپ ایک ایسا بندہ ہے جو کہ خود تین چار دن ویٹ نہیں کر سکتے تو بھائی مجھے ان باکسنگ کے نیچے,3,1,"[4, 4, 26]",[2],2,28,0,26,2,"(2, 92.85714285714286)","[0, 0]",[0]
24.64,203 (31).wav,تو بس یہ ہے انفنکس کا اسمارٹ 8 اور اس والی فون کو میں پچھلے 40 دنوں سے یوز کر رہا ہوں اور اج کی اس ویڈیو میں ہم اس کی فل ٹو فائنل ریویو کرنے والے ہیں میرے کو اس والی فون میں اس بچ کیا اچھا لگا ہے کیا خراب لگا ہے اور کیا اپ کو یہ والا فون لینا چاہیے ساری باتیں بتائیں گے اس ویڈیو میں تو اپ نے ابھی تک لائک نہیں کرا تو لائک کر دو 500 لائک کا ٹارگٹ سیٹ کر دیں ائی ہوپ اپ پورا کر دو گے اور سبسکرائب بھی کر لینا چلو شروع کرتے,2,2,"[12, 18]","[11, 23]",2,24,2,7,6,"(2, 29.166666666666668)","[0, 0]","[0, 0]"
65.04,203 (32).wav,اب سب سے پہلے دوستوں میرے کو اس ولی فون میں جو اچھا لگا ہے وہ میں اپ کو بتا دو اس کے بعد جو اچھا نہیں لگایا ہے نا وہ بتاؤں گا اب اس والی فون کا ڈیزائن میرے کو کافی سہی لگا بھائی جس پریس فنڈ میں یہ فون اتا ہے اس پر اسپورٹ کے حساب سے اس کا جو ڈیزائن ہے نہ کافی پریمیم لگتا ہے حالانکہ جو بیک ہے یہ اپ کو ملے گا بھائی فون کا کر سکتے ہو فون بڑا ہے تو ایک ہاتھ سے پکڑنے میں اتنا کمفرٹیبل نہیں ہوتا ہے اور اس میں فنگر پرنٹ دیا ہوا ہے جو کہ ہر بار اچھے سے کام کر جاتا ہے اور اس میں ایک اور کافی انٹرسٹنگ فیچرز دیا ہوا ہے جو کہ ہم میجک رنگ کال ائے گا تب یہ پاپ اپ کرتا ہے چارجنگ کرو گے تبھی وہ کرے گا تین چار سیٹنگ اپ کو ملتا ہے تو اپ اپنے حساب سے کسٹمائز کر سکتے ہو انچ کی ایچ ڈی پلس والے ڈسپلے ملتی ہے میں نے اس کو ڈسپلے اتنا زیادہ برائٹ نہیں ہے اس کو لیکن اپ نارمل لائٹنگ میں اسے یوز کر لو گے ڈسپلے کے کلرز میں ملتا ہے تو اسکول میں کافی سموتھ فیل ہوتا ہے,8,11,"[8, 20, 30, 35, 47, 56, 57, 58]","[4, 8, 13, 21, 33, 35, 38, 39, 53, 56, 64]",0,65,2,11,15,"(0, 23.076923076923077)","[0, 0, 9, 0, 0, 0, 0, 0]","[0, 9, 0, 0, 1, 9, 0, 0, 0, 0, 0]"
19.55,203 (33).wav,"باغی یہ جو فون ہے 5,000 میں اس کی بیٹری کے ساتھ اتا ہے تو اگر اپ نارمل یوزر ہونا تو اپ کو ایک سے 10 دن کا بیک اپ یہ فون اس لیے نکال کر دے دے گا ٹیلی فون میں اپ کو اؤٹ 13 دیکھنے کو ملے گا",0,0,[],[],2,19,0,7,5,"(2, 36.84210526315789)",[],[]
24.36,203 (34).wav,اور اگر کیمرہ کی بات کریں تو اس میں اپ کو 50 میگا پکسل کا پرائمری سینسر ملتا ہے اور 8 میگا پکسل کا اپ کو سیلفی کیمرہ مل جاتا ہے دوستوں فوٹوس میں نے لیتی فوٹو سے اچھی اتی ہے دوستوں ڈی لائٹ میں کلرز وغیرہ اپ کو دیکھنے کو ملیں گے اور سیلفی کیمرہ کی فوٹو تو,0,1,[],[16],0,24,4,0,12,"(0, 50.0)",[],[1]
62.83,203 (35).wav,باقی میرے کو اس کا پرفارمنس بھی اچھا لگا ہے اس میں اپ کو یونس ساکس کا ٹی زیرو سکس زیرو کا چپ سیٹ لگا ہوا مل جاتا ہے اس کے اندر تو اسکور میں نے نکالی تھی 2 لاکھ کی پلس اتی ہے ایون بینچ مارک پہ بھی اس ٹیبل تھا اور سی پی او تھراٹل نہیں کرا دوستو نیو تو اس ٹائم پے فون میں کچھ نہیں ہوتا تو پرفارمنس بھی اچھی نکال کر دیتا ہے لیکن ٹائم ٹو ٹائم اسٹوریج بھرنے لگتی ہے وہ بھی میں نے نہیں دیکھا بھائی یہ سردیاں چل رہی ہے تو ہیٹنگ کا محسوس بھی نہیں ہوتا اب گرمی میں اس کا کیا حل ہوتا ہے وہ تو گھر میں انے کے بعد ہی پتہ چلے گا یہ جو فون ہے اور اس میں اپ کو 4g پلس کا سپورٹ دیکھنے کو نہیں ملتا ہے میں نے کال لیا تھا کالنگ کے دوران میرے کو کوئی دقت نہیں ہوا تو اس کو اچھے سے اب ا جاتا ہے اچھے سے خود کا ڈالر مل جاتا ہے تو اپ کال ریکارڈ بھی کر سکتے ہو,7,9,"[20, 24, 27, 31, 36, 49, 54]","[3, 9, 14, 26, 47, 48, 54, 56, 58]",2,62,2,19,15,"(2, 30.64516129032258)","[0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 9, 9, 0, 0, 0, 0]"
32.72,203 (36).wav,یہ کچھ یہ تھی جو کہ میرے کو اس والے فون میں اچھی لگی ہے اب بات کرتے ہیں کہ میرے کو کیا کچھ اچھا نہیں لگا اس والی فون میں تو سب سے پہلے میرے کو اس کا اسپیکر اچھا نہیں لگا بھائی اسپیکر لاؤڈ ہے لیکن اگر اپ فل ولیوم پر رکھ دو گے نہ تو اسپیکر پٹنی لگتی ہے دوستوں تو تھوڑی اچھی کوالٹی کا یہ لوگ اسپیکر دے سکتے ہیں اب یہاں مکمل ہو جاتا ہے بھائی تم ڈسپلے میں میرے کو پرائز پوائنٹ کے حساب سے کوئی کمی نہیں لگی لیکن اگر فل ایچ ڈی پلس ہوتا ہے نا تو پھر تو سونے پہ سہاگا,7,6,"[8, 12, 14, 17, 28, 28, 29]","[4, 7, 12, 20, 23, 30]",2,32,1,14,12,"(2, 43.75)","[0, 0, 9, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25.47,203 (37).wav,مائک نہیں ہے تو کال و غیرہ میں نے لیا تھا تو کالنگ کے دوران میرے کو نائجیریا میں دقت ہو رہا تھا اب میرے کو لگا بتانا چاہیے تو بتا دیا میں نے اب یہ اپ کو بیٹری بیک اپ لوگ کافی اچھی نکال کر دے دے گا لیکن چارجنگ جو ہے نا اس کی سلو ہے دوستوں,2,2,"[1, 22]","[19, 19]",2,25,0,11,7,"(2, 44.0)","[0, 0]",[0]
55.98,203 (38).wav,اور اس والی فون میں اپ کو 3gb رہا ہے ملتی ہے مطلب 3 جو بھی اپ بڑھا سکتے ہو ورچ والی دو چار جی بی گرم ہو جاتی ہے ہزار روپیہ لے رہے تھے یہ لوگ تو ایکچول چارج بھی ریم دیتے ہیں تو یہ چیز اس میں اچھی ہو جاتی ہے وہ بھی انفنکس کی اسمارٹ فون میں ہوتے ہیں اس میں اپ کو ادھے ملیں گے دوستوں کے لئے بنا ہوتا ہے بھائی نارمل ہی اس کے لیے پیرس وغیرہ کو دینے کے لیے دینے کی سوچ رہے ہو اپ لے سکتے ہو اپ بھی سپورٹ نہیں ہوں گے باقی اپ اپنی رائے بتاتے جانا کمینٹ کر کے کہ اپ کو کیا لگتا ہے اس والے فون کے بارے میں اور اگر اپ کو اس ویڈیو میں کچھ بھی اچھا لگا ہو تو ویڈیو کو لائک کردو چینل کو سبسکرائب کرلو اور بہن بیل نوٹیفیکیشن کو ال پے,3,5,"[17, 37, 39]","[10, 19, 37, 49, 53]",2,55,1,25,15,"(2, 45.45454545454545)","[0, 0, 9]","[0, 0, 0, 0, 0]"
35.55,203 (39).wav,یہ ہے ویوو y11 اب جتنی زیادہ ہائپ پاکستانی مارکیٹ میں اسمارٹ فون کی بنی ہوئی ہے نہ اور کسی بھی سمارٹ فون کے نہیں ائی ڈونٹ نو پاکستانی عوام کی کیا تھنکنگ ہے دوستوں مجھے اج تک سمجھ نہیں ایا وہ کیوں دوستوں ہر اوور پرائز کو 200 اسمارٹ فون کو باہر کر لیتی ہے اور یہ سمجھتی ہے کہ یہ بہت اچھا سمارٹ فون ہے دوستوں میں پروف کے ساتھ باتیں نہیں کرنے والا میرے ہاتھ میں ڈیوائس ہے میں بات کر رہا ہوں اور ڈیوائس بھی میرے پاس نہ ہو اور وید پروبلم کے اوپر ہر پروبلم کی دوستوں میں نے ویڈیو شوٹ کی ہے اپ کو دکھاؤں گا صرف باتیں نہیں کرنے والا شروع کرتے ہیں,9,2,"[2, 4, 5, 7, 12, 22, 27, 33, 34]","[19, 29]",2,35,2,23,7,"(2, 65.71428571428571)","[9, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0]"
42.45,203 (40).wav,"اپ ویوو کا وائی 100 60,000 پاکستانی روپیز ہے پرائز کو اپ نے مائنڈ میں رکھنا ہے ہر چیز مائی فون کی پرائس کو جسٹیفائی کرنی چاہیے یہ چیز اپ نے مائنڈ میں رکھنی ہے سب سے پہلے تو بات کر لیتے ہیں نہ اسمارٹ فون کی ڈیزائن کی ائی ڈو 9 200 ڈیزائن کے معاملے میں ویوو کو کوئی مقابلہ نہیں ہے لیکن صرف ڈیزائن کو تو دیکھ لیجئے اور کچھ نہیں چاہئے اپ کو اپ کو کیمرہ اچھا نہیں چاہیے پروسیسر اچھا نہیں چاہیے صرف روک اچھی ہو اور سیکنڈ نمبر پے ویوو کا اسمارٹ فون ہو ختم اس سے اگے بات ہی نہیں ہے اب اس میں اس کو ایکسپوز کرنے والا ہوں خود کہیں گے اپ نے خود اس کو سوچنا ہے کہ اپ کو باہر کرنا چاہیے یا نہیں کرنا چاہیے",14,3,"[6, 9, 14, 19, 19, 20, 20, 23, 25, 27, 27, 31, 33, 42]","[25, 26, 28]",0,42,1,16,25,"(0, 59.523809523809526)","[9, 0, 0, 9, 9, 0, 0, 0, 0, 0, 0]","[1, 0, 1]"
36.27,203 (41).wav,فرسٹ او فال یہ تو اسمارٹ فون ہے دسو اس کے اندر اتنے باکسز ہیں میں اپ کو بتا نہیں سکتا ہے میں ویسے ویڈیو ایڈیٹنگ کے دوران اپ کو لگا دوں گا میں یہاں پر یوتوب پلے کر رہا تھا اور یوتوب پلے نہیں ہو رہا ون ٹائم سیکنڈ ٹائم تھرڈ فورس ٹائم تو اس پر میں نے ٹائپ کر دیا لیکن اس کے اندر یہ پندرہ ہزار والا موبائل ہے کہ اس میں جو پھر ہاں یار پندرہ ہزار روپے میں نے پے کیا ہے تھوڑے بہت اسمارٹ فون ہے کمپرومائز کرنا چاہیے تو بھائی 60000 اس کے برے ہیں,4,0,"[7, 16, 22, 36]",[],0,36,0,5,15,"(0, 41.66666666666667)","[0, 0, 0, 0]",[]
43.24,203 (42).wav,"کیمرہ اب اس کا جو کیمرہ انا دسو وہ 40,000 والے اسمارٹ فون کا ہے اپ نے 60000 بنے ہیں لیکن کیمرہ میں ایسا کوئی چیز نہیں ہے صرف صرف کیمرے کی بات نہیں کر رہا اس کے اندر اپ کو جو ریزولوشن کی سپورٹ ہے نا اب 30 پر ریکارڈ کر سکتے ہیں 7:20 پکسل کے اوپر یہ چیز اپ نے مائنڈ میں رکھنی ہے اگر اپ 1080 پر شفٹ ہوتے ہیں مین سینسر کی بات کر رہا ہوں سیلفی کیمرے کی بات نہیں کر رہا اپ کو شفٹ ہونا ہوگا یہ چیز اپ نے صرف پرائز کو کائنڈلی اپنی دماغ میں اپ نے رکھنا ہے پرائز پرائز پرائز",11,2,"[7, 8, 10, 11, 11, 12, 13, 24, 33, 37, 38]","[18, 23]",2,43,9,18,12,"(2, 41.86046511627907)","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0]"
58.47,203 (43).wav,"ٹھنڈ نمبر پے نہ دوستوں اس کی سمارٹ فون کی گرافکس کوڈ اتنی لو گرافک سپورٹ ہے میں نے سوچا نہیں تھا اس کو میں یہاں پر پبگ کی گرافک اس کو چیک کراتا ہوں اپ نے 60,000 برے ہیں اپ دوستوں رٹلی یقین نہیں کریں گے اور اتنا برا گیم پلے دانا پبگ کے اوپر باقی جو ویڈیوز وغیرہ دیکھنے کو مل رہا ہے اور گرافک کی سپورٹ بالکل بھی نہیں ہے میں اس کے بعد یہ جو سمارٹ فون ہے گرافک کے معاملے میں بالکل اچھا یہ معلوم ہوتا ہے دس سمارٹ فون نوٹ فور گیمر یہ گیمرز کے لئے نہیں ہے مائی میں رکھیے گا نوٹ فور گیمر ابی ٹیم کے لیے ہے وہ میں لاسٹ میں اپ کو بتاؤں گا تاکہ اپ کو پتا چلے کے اپ کی تھنکنگ کیا ہے اپ اسمارٹ فون کو بائے کرتے وقت کتنا سوچتے ہیں کس چیز پہ اپ کو اسٹک ہو جاتے ہیں اور اسمارٹ فون کو بائے کر لیتے ہیں",11,5,"[0, 1, 8, 14, 16, 18, 25, 26, 31, 37, 53]","[6, 19, 20, 25, 32]",0,58,3,5,15,"(0, 25.862068965517242)","[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 1]"
28.84,203 (44).wav,نمبر فور اس میں بتاتا ہوں کہ اس کا اسمارٹ فون کتنا بڑا ہے اور ڈسپلے پر کوئی پروڈکشن نہیں ہے کوڈنگ گوریلا کراس سیکنڈ تھرڈ جنریشن کچھ بھی نہیں ہے مینز کے دوستوں اگر تھوڑا سا بھی اسمارٹ فون کا ڈسپلے کے اوپر دباؤ ایا اگر اپ لیٹ گئے یا والی ہے اس چیز کو بھی اپ نے مائنڈ میں رکھنا ہے,5,1,"[9, 11, 14, 21, 25]",[20],0,28,2,8,17,"(0, 60.71428571428571)","[0, 0, 9, 0, 0]",[0]
67.92,203 (45).wav,اب یہاں پر اس کو نیکسٹ بات کرتے ہیں کہ یہ جو اسمارٹ فون ہے اس کی ائی پی ریٹنگ نہیں ہے نو ائی پی ریٹنگ مینس کے ائی پی ریٹنگ ہوتی ہے دوستوں واٹر اینڈ ریسٹ کرو اسمارٹ فون اگر اپ کا انفارم پانی میں گر جاتا ہے کہ باقی جو سمارٹ فون ہوتا ہے نا وہ انفینکس کا نوٹ 40 ہے نہ اس کے ائی پی 54 کی ریٹنگ ہے انفنکس نے دی ہوئی ہے ریٹنگ کے حساب سے لیکن اس کی ہے ہی نہیں بالکل میں نے یہاں پر جی ایس ایم پر چیک کر لی دوسری جو پاکستانی ویب سائٹ ہے ان پر بھی چیک کر لی ہے کچھ بھی نہیں تم ہی اس کے پانی میں گیا تو سمجھو پھر گیا واپسی کا کوئی سین نہیں ہے لگ جائے گا یا دوسرا مدر بورڈ چینج ہوگا تو اپ کر سکتے ہیں اور کمپنی کبھی بھی واٹر ڈیمج کی دوستوں اپ کو کلیئر کر کے نہیں دیتی ریپیر کر کے کمپنی کبھی بھی نہیں دیتی ہوتی اس چیز کو اپ کو مائنڈ میں رکھنا ہے چاہے اسمارٹ فون واٹر پروف ہو بھی کیوں نہ اپ کو اس کا واٹر ڈیمج کی وجہ سے اپس میں خراب ہوتا,14,2,"[7, 22, 28, 29, 30, 39, 44, 51, 54, 57, 58, 64, 66, 68]","[2, 43]",2,67,3,29,24,"(2, 43.28358208955223)","[0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0]"
22.59,203 (46).wav,"اپ نے 60,000 پڑھے ہیں بھرے ہیں مجھے پتہ ہے اس میں وہ اچھے سے فیچر دیتا ہے لیکن اس کے جو الویز اور ڈسپلے ہے نا نوٹ فور 24 کا مطلب کیا ہے کہ ڈسپلے اپ کا ہمیشہ اون رہنا چاہیے اپ اس کو صرف 10 سیکنڈ کے لیے یوز کر سکتے ہیں یا اس کو تھوڑی سی موومنٹ",3,1,"[2, 7, 17]",[5],0,22,1,6,13,"(0, 59.09090909090909)","[0, 0, 0]",[0]
23.52,203 (47).wav,اٹلی مینس کے دوستوں صرف پاکستانی عوام کی تھنکی کی اتنی سی ہے اچھا ہے سیکنڈ نمبر پر ویوو کا سمارٹ فون ہے ختم مینس میں سوچ نہیں سکتا کیا اپ اسمارٹ فون بائے کرتے ہوئے صرف یہ دو چیزیں دیکھتے ہیں لک اور ویوو اس کے بعد اور کچھ نہیں اپ دیکھتے بھی اس کے اندر کیا کیا ہے اور کیسا ہے دوستوں کیمرہ کیسا ہے ہر چیز کو دیکھنا چاہیے,6,1,"[2, 8, 9, 12, 17, 23]",[5],0,23,2,6,12,"(0, 52.17391304347826)","[0, 0, 0, 0, 0, 0]",[0]
